id,review_tier,question_text,difficulty,predicted_subject,predicted_subtopic_id,predicted_subtopic_name,final_subtopic_id,annotation
788,2-SKIM_AND_CONFIRM,"Following independence, many new states faced the challenge of ""nation-building,"" which refers to:",medium,History,282.0,Struggle for Independence,282.0,
448,2-SKIM_AND_CONFIRM,"In classical Greek drama, a protagonist who suffers a downfall due to a fatal flaw or error in judgment is characteristic of a...",medium,Literature in English,246.0,Character Analysis,255.0,
449,2-SKIM_AND_CONFIRM,Which literary device involves the repetition of initial consonant sounds in words that are close to one another?,medium,Physics,305.0,Wave Properties and Sound,305.0,
704,2-SKIM_AND_CONFIRM,"In drama, lines spoken by a character that are meant to be heard by the audience but not by the other characters on stage are called?",easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
63,2-SKIM_AND_CONFIRM,"Which cell type is primarily responsible for the resorption of bone matrix during bone remodeling, a process crucial for calcium homeostasis?",hard,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
205,2-SKIM_AND_CONFIRM,Find the value(s) of k if the quadratic equation x^2 + (k+1)x + 9 = 0 has equal roots.,medium,Mathematics,199.0,Quadratic Equations,199.0,
206,2-SKIM_AND_CONFIRM,Solve the simultaneous equations: x + y = 7 and 2x - y = 5.,easy,Mathematics,197.0,Linear Equations and Inequalities,197.0,
358,2-SKIM_AND_CONFIRM,Factor the quadratic expression: x² + 7x + 12,medium,Mathematics,199.0,Quadratic Equations,199.0,
359,2-SKIM_AND_CONFIRM,"Solve the system of equations:
 y = 2x - 1 
 3x + y = 9",medium,Mathematics,197.0,Linear Equations and Inequalities,197.0,
897,2-SKIM_AND_CONFIRM,Factor the quadratic expression: x^2 + 7x + 12,medium,Mathematics,199.0,Quadratic Equations,199.0,
900,2-SKIM_AND_CONFIRM,"Solve the system of equations:
x + y = 5
x - y = 1",medium,Mathematics,197.0,Linear Equations and Inequalities,197.0,
1031,2-SKIM_AND_CONFIRM,Factor the quadratic expression: x^2 + 7x + 12,medium,Mathematics,199.0,Quadratic Equations,199.0,
1032,2-SKIM_AND_CONFIRM,"Solve the system of equations:
2x + y = 7
x - y = 2",medium,Mathematics,197.0,Linear Equations and Inequalities,197.0,
114,2-SKIM_AND_CONFIRM,"Three resistors of 2Ω, 3Ω, and 5Ω are connected in series to a 10V battery. What is the total current flowing in the circuit?",medium,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
119,2-SKIM_AND_CONFIRM,The force on a current-carrying conductor in a magnetic field is maximum when the conductor is placed:,medium,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
121,2-SKIM_AND_CONFIRM,Which of the following electromagnetic waves has the longest wavelength?,easy,Physics,305.0,Wave Properties and Sound,305.0,
335,2-SKIM_AND_CONFIRM,"A stone is dropped from a height. Assuming negligible air resistance, what is its acceleration?",medium,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
336,2-SKIM_AND_CONFIRM,"An object is dropped from a cliff. After 3 seconds, assuming g = 10 m/s² and no air resistance, what is its speed?",medium,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
339,2-SKIM_AND_CONFIRM,"For a projectile launched into the air, what is its vertical acceleration at the highest point of its trajectory (neglecting air resistance)?",medium,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
350,2-SKIM_AND_CONFIRM,"If an object is moving with uniform velocity, its acceleration must be:",medium,Physics,214.0,Acceleration and Equations of Motion,214.0,
415,2-SKIM_AND_CONFIRM,"In a photoelectric experiment, increasing the intensity of the incident light, while keeping its frequency constant, will result in an increase in the:",medium,Physics,219.0,"Electric Current, Voltage and Resistance",,No matching subtopic: photoelectric effect not covered by listed Physics subtopics
416,2-SKIM_AND_CONFIRM,A straight conductor carrying current in a uniform magnetic field experiences a force. The direction of this force is given by:,easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
424,2-SKIM_AND_CONFIRM,"According to Lenz's Law, the direction of the induced current in a conductor placed in a changing magnetic field is such that it:",easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
428,2-SKIM_AND_CONFIRM,A resistor of 10 Ω is connected across a 5 V battery. What is the current flowing through the resistor?,easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
438,2-SKIM_AND_CONFIRM,The direction of the magnetic field lines around a straight current-carrying conductor can be determined by:,easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
646,2-SKIM_AND_CONFIRM,"A boy pushes a wall with a force of 100 N for 5 seconds, but the wall does not move. What is the work done by the boy?",easy,Physics,218.0,"Work, Power and Energy Conservation",218.0,
702,2-SKIM_AND_CONFIRM,The supreme power and authority of a state to make and enforce laws within its territory without external interference is known as?,easy,Physics,218.0,"Work, Power and Energy Conservation",218.0,
829,2-SKIM_AND_CONFIRM,"The principle that all individuals, institutions, and entities are accountable to laws that are publicly promulgated, equally enforced, and independently adjudicated is called:",medium,Physics,215.0,Newton's Laws of Motion,215.0,
964,2-SKIM_AND_CONFIRM,"Arrange the following electromagnetic waves in order of increasing wavelength:
I. X-rays
II. Visible light
III. Radio waves
IV. Ultraviolet",medium,Physics,222.0,Reflection of Light,222.0,
863,2-SKIM_AND_CONFIRM,Which sentence would be out of place (mismatching register) in an instruction manual for a complex electronic device?,medium,Chemistry,25.0,Electronic configuration,25.0,
87,2-SKIM_AND_CONFIRM,Osteoporosis is a condition characterized by a reduction in bone mass. This is primarily due to what imbalance in the ongoing process of bone remodeling?,hard,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
816,2-SKIM_AND_CONFIRM,Kí ni ète pàtàkì kan tí 'Ayan Ogbufo' ṣeé ṣe fún àṣà Yorùbá?,medium,Yoruba,259.0,Ìgbéyàwó àti Ètò Ẹbí Yorùbá,259.0,
820,2-SKIM_AND_CONFIRM,Báwo ni 'Ayan Ogbufo' ṣe ń ranwọ́ láti mọ ìdánimọ̀ Yorùbá?,medium,Yoruba,259.0,Ìgbéyàwó àti Ètò Ẹbí Yorùbá,259.0,
81,2-SKIM_AND_CONFIRM,"In adults, hematopoiesis (blood cell formation) primarily occurs in the red bone marrow, which is predominantly found in which areas?",hard,Biology,76.0,cell division,76.0,
107,2-SKIM_AND_CONFIRM,"A farmer observes a crop plant with fibrous roots, leaves exhibiting parallel venation, and a single cotyledon in its embryo. This plant can be categorized as a:",medium,Agricultural Science,101.0,Farm Animal Management,,No matching subtopic: monocot/dicot plant classification not covered by Agricultural Science subtopic list
128,2-SKIM_AND_CONFIRM,Choose the word that is **opposite in meaning** to the underlined word: Her **benevolent** nature made her a popular figure in the community.,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
129,2-SKIM_AND_CONFIRM,Choose the word that is **nearest in meaning** to the underlined word: The professor's **erudite** lecture captivated the audience.,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
130,2-SKIM_AND_CONFIRM,"To ""let the cat out of the bag"" means to:",easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
131,2-SKIM_AND_CONFIRM,"The manager decided to **call off** the meeting due to low attendance. What does ""call off"" mean?",easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
133,2-SKIM_AND_CONFIRM,Which of the following words has a different vowel sound from the others?,medium,Physics,305.0,Wave Properties and Sound,305.0,
134,2-SKIM_AND_CONFIRM,Which of the following words has the same consonant sound as 'ch' in **church**?,medium,Physics,305.0,Wave Properties and Sound,305.0,
148,2-SKIM_AND_CONFIRM,The most appropriate mode of transport for bulky and heavy goods over long distances at a low cost is:,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
166,2-SKIM_AND_CONFIRM,"The scientific name for humans, *Homo sapiens*, follows the system of binomial nomenclature, where *Homo* represents the:",medium,Mathematics,272.0,Binomial Theorem,272.0,
169,2-SKIM_AND_CONFIRM,Viruses are considered non-living outside a host cell primarily because they:,medium,Biology,76.0,cell division,76.0,
183,2-SKIM_AND_CONFIRM,Which of the following items appearing on the bank statement would require a debit entry in the Cash Book?,hard,Accounting,92.0,Double-Entry Principle,92.0,
213,2-SKIM_AND_CONFIRM,"Find the mean of the numbers: 2, 5, 8, 11, 14.",easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
222,2-SKIM_AND_CONFIRM,"The repetition of initial consonant sounds in words close to each other, such as 'Peter Piper picked a peck of pickled peppers', is called:",easy,Physics,305.0,Wave Properties and Sound,305.0,
229,2-SKIM_AND_CONFIRM,"When a character says one thing but means the opposite, it is an example of:",medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
231,2-SKIM_AND_CONFIRM,Choose the option that is NEAREST IN MEANING to the word 'VIGILANT' as used in a sentence.,easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
232,2-SKIM_AND_CONFIRM,Choose the option that is OPPOSITE IN MEANING to the word 'PROMPT'.,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
258,2-SKIM_AND_CONFIRM,The fastest but most expensive mode of transporting goods over long distances is,easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
268,2-SKIM_AND_CONFIRM,Which factor does NOT affect the rate of a chemical reaction?,easy,Chemistry,24.0,neutralization Reaction,24.0,
297,2-SKIM_AND_CONFIRM,An error where a debit error in one account is cancelled out by an equal credit error in another account is known as a(n):,hard,Biology,76.0,cell division,76.0,
373,2-SKIM_AND_CONFIRM,Which of the following statements is a central tenet of the cell theory?,medium,Biology,76.0,cell division,76.0,
387,2-SKIM_AND_CONFIRM,"The outer boundary of an animal cell, which regulates the passage of substances into and out of the cell, is the:",medium,Biology,76.0,cell division,76.0,
394,2-SKIM_AND_CONFIRM,"The concept that new properties emerge at each successive level of biological organization (e.g., a heart can pump blood, but individual heart cells cannot) is called:",medium,Biology,76.0,cell division,,No matching subtopic: general 'levels of biological organization/emergent properties' concept not covered
418,2-SKIM_AND_CONFIRM,Which of the following factors primarily affects the speed of sound in air?,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
426,2-SKIM_AND_CONFIRM,A car travels at a constant speed of 72 km/h. How far does it travel in 10 seconds?,easy,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
478,2-SKIM_AND_CONFIRM,An ideology that advocates for collective or governmental ownership and administration of the means of production and distribution of goods is...,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
481,2-SKIM_AND_CONFIRM,Which of the following is a key characteristic of the civil service in a modern state?,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
485,2-SKIM_AND_CONFIRM,Which of the following is a primary function of local government councils in Nigeria?,easy,Government,223.0,Democracy and Forms of Government,223.0,
493,2-SKIM_AND_CONFIRM,"The verification principle, which claims that statements are only meaningful if they can be empirically verified, poses a significant challenge to:",medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
625,2-SKIM_AND_CONFIRM,"For the curve y = x^3 - 3x^2 + 2, find the x-coordinate(s) of its stationary point(s).",medium,Mathematics,288.0,Coordinate Geometry,288.0,
657,2-SKIM_AND_CONFIRM,The principle of double entry means that,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
661,2-SKIM_AND_CONFIRM,Which part of the human body transports oxygen to tissues?,easy,Biology,15.0,Transport in plant,15.0,
684,2-SKIM_AND_CONFIRM,"Find the mean of 2, 4 and 6.",medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
691,2-SKIM_AND_CONFIRM,Àròkọ jẹ́:,medium,Yoruba,310.0,Ìtumọ̀ àti Ìwé-Àròkọ (Translation & Comprehension),310.0,
696,2-SKIM_AND_CONFIRM,"From the options provided, choose the word that is opposite in meaning to the word underlined.The student was known for his unassuming nature.",easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
747,2-SKIM_AND_CONFIRM,"A situation where two countries agree to exchange goods and services directly, without any cash payment, but through a clearing account that tracks debits and credits, is best described as:",hard,Accounting,97.0,"Trading, Profit and Loss Account",97.0,
818,2-SKIM_AND_CONFIRM,Àwọn ọ̀nà ìkọ̀wé wo ni a sábà máa ń ṣàlàyé nínú oríkì nígbà 'Ayan Ogbufo'?,medium,Yoruba,245.0,Ìkọ̀wé Àlàyé àti Àròyé,245.0,
822,2-SKIM_AND_CONFIRM,"Bí Oríkì kan bá ṣàpèjúwe ènìyàn kan gẹ́gẹ́ bí 'Ọmọ Àgbẹ̀dẹ ní 'lé tí won ti ń lu irin', kí ni 'Ayan Ogbufo' lè ṣàlàyé nípa ìlà yí?",medium,Yoruba,245.0,Ìkọ̀wé Àlàyé àti Àròyé,245.0,
889,2-SKIM_AND_CONFIRM,"The repetition of initial consonant sounds in words that are close to each other, such as 'Peter Piper picked a peck of pickled peppers,' is known as what?",medium,Physics,305.0,Wave Properties and Sound,305.0,
905,2-SKIM_AND_CONFIRM,What is the primary function of ribosomes in a cell?,medium,Biology,76.0,cell division,76.0,
910,2-SKIM_AND_CONFIRM,Which of the following statements about plant cells is true?,medium,Biology,76.0,cell division,,Question too generic ('which statement about plant cells is true') to confidently place without answer options
912,2-SKIM_AND_CONFIRM,The process by which cells take in substances from their environment by forming a vesicle from their cell membrane is called:,medium,Biology,76.0,cell division,76.0,
956,2-SKIM_AND_CONFIRM,"When you stand near a bonfire, you feel its warmth primarily due to which mode of heat transfer?",medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
975,2-SKIM_AND_CONFIRM,Choose the word that means the same as 'Mitigate'.,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
985,2-SKIM_AND_CONFIRM,The catalytic activity of many transition metals and their compounds is primarily attributed to:,medium,Chemistry,115.0,Isomerism in Organic Compounds,115.0,
180,2-SKIM_AND_CONFIRM,"When a debt is considered irrecoverable and written off, the entry to record this in the ledger is:",medium,Accounting,92.0,Double-Entry Principle,92.0,
778,2-SKIM_AND_CONFIRM,"A new partner, Chris, is admitted to an existing partnership by contributing cash of $50,000 and equipment valued at $30,000. The journal entry to record Chris's admission would include:",medium,Accounting,92.0,Double-Entry Principle,92.0,
104,2-SKIM_AND_CONFIRM,"To encourage root development in stem cuttings for vegetative propagation, which plant hormone is commonly applied, as it plays a significant role in cell elongation and root initiation?",medium,Biology,22.0,fertilization and development,22.0,
164,2-SKIM_AND_CONFIRM,During which phase of mitosis do sister chromatids separate and move to opposite poles of the cell?,medium,Biology,76.0,cell division,76.0,
197,2-SKIM_AND_CONFIRM,"In the photoelectric effect, increasing the intensity of incident light primarily causes an increase in:",hard,Physics,219.0,"Electric Current, Voltage and Resistance",,No matching subtopic: photoelectric effect not covered by listed Physics subtopics
332,2-SKIM_AND_CONFIRM,A body is moving with uniform velocity. Which of the following graphs best represents its velocity-time relationship?,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
333,2-SKIM_AND_CONFIRM,The area under a velocity-time graph represents which physical quantity?,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
343,2-SKIM_AND_CONFIRM,What does the slope of a velocity-time (v-t) graph represent?,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
352,2-SKIM_AND_CONFIRM,A velocity-time graph showing a straight line sloping downwards represents:,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
497,2-SKIM_AND_CONFIRM,"Which philosopher is most closely associated with the development of Virtue Ethics, emphasising character and moral excellence rather than rules or consequences?",medium,Biology,22.0,fertilization and development,22.0,
509,2-SKIM_AND_CONFIRM,The Anopheles mosquito is a known vector for which of the following diseases?,easy,Mathematics,287.0,Vector Algebra,287.0,
518,2-SKIM_AND_CONFIRM,"A solution is prepared by dissolving sodium bicarbonate (NaHCO3) in water. Given Ka1 for H2CO3 = 4.3 × 10^-7 and Ka2 for H2CO3 = 5.6 × 10^-11, predict the approximate pH of the NaHCO3 solution.",hard,Chemistry,31.0,Hydro Carbon,88.0,
891,2-SKIM_AND_CONFIRM,"In poetry, the poet's deliberate choice of words and phrases to convey a specific meaning, tone, or style is referred to as what?",medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
947,2-SKIM_AND_CONFIRM,"Which category of compounds is generally known for forming extremely complex and diverse molecular structures, including long chains, branched structures, and rings?",medium,Chemistry,115.0,Isomerism in Organic Compounds,115.0,
952,2-SKIM_AND_CONFIRM,"Catalysis plays a crucial role in both organic and inorganic chemistry. However, in industrial organic synthesis, catalysts are frequently employed to:",medium,Chemistry,115.0,Isomerism in Organic Compounds,115.0,
736,2-SKIM_AND_CONFIRM,"Some scholars argue that the increasing consumerization of politics, where citizens are treated more as consumers of political products (candidates, policies) rather than active participants, contributes to apathy by:",hard,Civic Education,36.0,Right And Duities Of A Citizen,37.0,Predicted subtopic (Right/Duties of Citizen) too narrow; content is about democracy features/political apathy - corrected to Features Of Democracy
969,2-SKIM_AND_CONFIRM,Choose the word that is a synonym of 'Obligatory'.,medium,English Language,135.0,Word Meaning in Contex,135.0,
970,2-SKIM_AND_CONFIRM,Which word is an antonym of 'Profound'?,medium,English Language,135.0,Word Meaning in Contex,135.0,
976,2-SKIM_AND_CONFIRM,Which word is an antonym of 'Scrutinize'?,medium,English Language,135.0,Word Meaning in Contex,135.0,
981,2-SKIM_AND_CONFIRM,Choose the word that is a synonym of 'Candid'.,medium,English Language,135.0,Word Meaning in Contex,135.0,
982,2-SKIM_AND_CONFIRM,Which word is an antonym of 'Turbulent'?,medium,English Language,135.0,Word Meaning in Contex,135.0,
464,2-SKIM_AND_CONFIRM,A key function of political parties in a democracy is to...,easy,Government,223.0,Democracy and Forms of Government,223.0,
726,2-SKIM_AND_CONFIRM,"In a well-established democracy, a sustained period of high political apathy among the electorate is most likely to contribute to which of the following outcomes?",hard,Government,223.0,Democracy and Forms of Government,223.0,
827,2-SKIM_AND_CONFIRM,"A system of governance where supreme power is vested in the people and exercised by them directly or indirectly through a system of representation, usually involving periodically held free elections, is known as a/an:",medium,Government,221.0,"Power, Authority, and Legitimacy",221.0,
833,2-SKIM_AND_CONFIRM,"In the context of governance, what is the primary role of a national constitution?",medium,Government,167.0,Functions and Features of a Constitution,167.0,
874,2-SKIM_AND_CONFIRM,"Which collection of essays was written by Alexander Hamilton, James Madison, and John Jay to persuade citizens to ratify the U.S. Constitution, arguing for a strong federal government?",medium,Government,223.0,Democracy and Forms of Government,223.0,
962,2-SKIM_AND_CONFIRM,In which type of wave do the particles of the medium oscillate perpendicular to the direction of wave propagation?,medium,Agricultural Science,99.0,Methods of Crop Propagation,99.0,
62,2-SKIM_AND_CONFIRM,"During endochondral ossification, the primary ossification center typically forms in which region of the hyaline cartilage model?",hard,Mathematics,291.0,Indices and Standard Form,291.0,
511,3-PICK_FROM_SUBJECT,Which process is primarily responsible for returning carbon dioxide to the atmosphere in the carbon cycle?,easy,Biology,,,18.0,
410,3-PICK_FROM_SUBJECT,The fundamental accounting equation for a sole proprietorship is:,easy,Mathematics,,,92.0,predicted_subject was Mathematics; content is Accounting (fundamental accounting equation). Corrected subject to Accounting; Double-Entry Principle is closest subtopic
824,3-PICK_FROM_SUBJECT,What is the primary purpose of governance in a society?,medium,Government,,,221.0,"'Good governance' concept not explicitly covered by Government subtopic list; closest is Power, Authority, and Legitimacy"
825,3-PICK_FROM_SUBJECT,Which principle of good governance ensures that public officials are held responsible for their decisions and actions?,medium,Government,,,221.0,"'Good governance' concept not explicitly covered by Government subtopic list; closest is Power, Authority, and Legitimacy"
832,3-PICK_FROM_SUBJECT,What is a primary benefit of strong local governance?,medium,Government,,,221.0,"'Good governance' concept not explicitly covered by Government subtopic list; closest is Power, Authority, and Legitimacy"
228,3-PICK_FROM_SUBJECT,"What is the literary term for the general atmosphere or feeling created by the setting, imagery, and author's style in a literary work?",medium,Biology,,,258.0,predicted_subject was Biology; content is Literature in English (literary term 'mood'). Corrected subject+subtopic to Tone & Mood
892,3-PICK_FROM_SUBJECT,A poem with the rhyme scheme ABAB CDCD EFEF GG is characteristic of which traditional poetic form?,medium,English Language,,,256.0,predicted_subject was English Language; content is Literature in English (sonnet rhyme scheme). Corrected subject+subtopic to Poetic Devices
192,3-PICK_FROM_SUBJECT,"A ray of light passes from air into a glass block with a refractive index of 1.5. If the angle of incidence is 30°, what is the angle of refraction? (sin 30° = 0.5, sin 19.5° ≈ 0.33)",medium,Mathematics,,,224.0,predicted_subject was Mathematics; content is Physics (refraction of light calculation). Corrected subject+subtopic to Refraction of Light
303,3-PICK_FROM_SUBJECT,"According to the accrual concept, expenses are recognized:",medium,Accounting,,,,"Depreciation/accrual concept not covered by Accounting subtopic list (closest topic is Final Accounts, but no exact match)"
105,3-PICK_FROM_SUBJECT,"From an agricultural perspective, what is the primary advantage of seed dormancy in many crop species?",medium,Biology,,,99.0,"predicted_subject was Biology; content is Agricultural Science (seed dormancy). Corrected subject to Agricultural Science, closest subtopic Methods of Crop Propagation"
157,3-PICK_FROM_SUBJECT,The enzyme responsible for the initial digestion of protein in the human stomach is called:,medium,Biology,,,,Human digestive enzymes (pepsin) not covered by Biology subtopic list
170,3-PICK_FROM_SUBJECT,The ability of living organisms to maintain a stable internal environment despite changes in external conditions is known as:,medium,Biology,,,,Homeostasis concept not covered by Biology subtopic list
253,3-PICK_FROM_SUBJECT,Funds obtained from the sale of shares to the general public are known as,medium,Biology,,,64.0,predicted_subject was Biology; content is Commerce (share capital). Corrected subject+subtopic to Limited Liability Companies And cooperatives
283,3-PICK_FROM_SUBJECT,The end products of aerobic respiration in animals are:,easy,Biology,,,,End products of aerobic respiration not covered by Biology subtopic list
325,3-PICK_FROM_SUBJECT,"In the IELTS Listening test, how does the difficulty generally progress through the four sections?",medium,Biology,,,,"IELTS test-specific content, not part of this curriculum's subject list"
366,3-PICK_FROM_SUBJECT,A key characteristic of all living organisms is their ability to maintain a stable internal environment despite external changes. This process is known as:,medium,Biology,,,,Homeostasis concept not covered by Biology subtopic list
379,3-PICK_FROM_SUBJECT,The increase in size and complexity of an organism over time is best described as:,medium,Biology,,,,'Growth' as a basic characteristic of life not covered by Biology subtopic list
390,3-PICK_FROM_SUBJECT,The study of how organisms interact with each other and their environment is known as:,medium,Biology,,,18.0,
393,3-PICK_FROM_SUBJECT,"When your body temperature rises, you sweat to cool down, and when it drops, you shiver to generate heat. This is an example of:",medium,Biology,,,,Homeostasis concept not covered by Biology subtopic list
498,3-PICK_FROM_SUBJECT,Which two sacraments are generally recognised by most Protestant denominations as being instituted by Christ?,medium,Biology,,,,"predicted_subject was Biology; content is CRS (Christian sacraments), but no matching CRS subtopic exists"
508,3-PICK_FROM_SUBJECT,Which enzyme is responsible for the initial digestion of starch in the human mouth?,easy,Biology,,,,Human digestive enzymes (amylase) not covered by Biology subtopic list
908,3-PICK_FROM_SUBJECT,"Which organelle is involved in the modification, sorting, and packaging of proteins and lipids for secretion or delivery to other organelles?",medium,Biology,,,,Golgi apparatus function - not covered by Biology subtopic list (only mitochondria and nucleus are listed organelles)
924,3-PICK_FROM_SUBJECT,What is the fundamental unit of structure and function in all known living organisms?,medium,Biology,,,,General 'cell theory' concept not covered by Biology subtopic list (only cell division and specific organelles are listed)
926,3-PICK_FROM_SUBJECT,The process by which living organisms produce new individuals of their own kind is called:,medium,Biology,,,,General definition of reproduction given; cannot confidently choose between Asexual and Sexual Reproduction subtopics without more context
935,3-PICK_FROM_SUBJECT,Which of the following is NOT considered a basic need for most living organisms?,medium,Biology,,,,Basic 'characteristics of living things' concept not covered by Biology subtopic list
938,3-PICK_FROM_SUBJECT,A unifying characteristic that distinguishes living organisms from non-living matter is their ability to:,medium,Biology,,,,Basic 'characteristics of living things' concept not covered by Biology subtopic list
1,3-PICK_FROM_SUBJECT,What is the correct IUPAC name for the compound CH3CH(CH3)CH2CH3?,medium,Chemistry,,,116.0,
72,3-PICK_FROM_SUBJECT,Which large foramen at the base of the occipital bone transmits the spinal cord as it exits the cranial cavity?,hard,Chemistry,,,,"predicted_subject was Chemistry; content is human anatomy (occipital bone/foramen magnum), not covered by any subject's subtopic list"
108,3-PICK_FROM_SUBJECT,The physiological process in plants where flowering and other developmental stages are triggered by the relative lengths of day and night is called:,medium,Biology,,,,Photoperiodism not covered by any listed Biology subtopic
201,3-PICK_FROM_SUBJECT,Convert the binary number 10111_2 to base 10.,easy,Chemistry,,,,"predicted_subject was Chemistry; content is Data Processing (binary-to-decimal conversion), but no matching Data Processing subtopic exists (number systems not covered)"
273,3-PICK_FROM_SUBJECT,Which of these polymers is a natural polymer?,easy,Chemistry,,,31.0,Low confidence: natural vs synthetic polymers not explicitly covered; Hydro Carbon is closest general organic chemistry subtopic
275,3-PICK_FROM_SUBJECT,"In the contact process for the manufacture of H₂SO₄, the catalyst used is:",medium,Chemistry,,,,Industrial contact process (H2SO4 manufacture) not covered by Chemistry subtopic list
290,3-PICK_FROM_SUBJECT,The two strands of a DNA molecule are held together by:,medium,Chemistry,,,80.0,predicted_subject was Chemistry; content is Biology (DNA structure/base pairing). Corrected subject+subtopic to DNA
439,3-PICK_FROM_SUBJECT,"For a body to be in stable equilibrium, its center of gravity must be:",medium,Physics,,,215.0,UNCERTAIN: stable equilibrium/center of gravity has no exact subtopic; placed under Newton's Laws of Motion
510,3-PICK_FROM_SUBJECT,Which of the following nitrogenous bases is NOT found in a DNA molecule?,easy,Chemistry,,,80.0,predicted_subject was Chemistry; content is Biology (DNA nitrogenous bases). Corrected subject+subtopic to DNA
514,3-PICK_FROM_SUBJECT,The movement of water molecules across a selectively permeable membrane from a region of higher water concentration to a region of lower water concentration is called:,medium,Chemistry,,,15.0,predicted_subject was Chemistry; content is Biology (osmosis). Corrected subject to Biology; Transport in plant is closest available subtopic
609,3-PICK_FROM_SUBJECT,A characteristic property of a base is that it:,easy,Chemistry,,,5.0,
663,3-PICK_FROM_SUBJECT,Which of the following is the reason why CCl4  is a non-polar molecule?,easy,Chemistry,,,111.0,
685,3-PICK_FROM_SUBJECT,"In the Gospel of Matthew, which prophet foretold that a virgin would conceive and bear a son?",easy,CRS,,,,Prophecy/nativity content (Isaiah foretelling virgin birth) not covered by CRS subtopic list
708,3-PICK_FROM_SUBJECT,Convert 10110₂ to base ten.,medium,Chemistry,,,,"predicted_subject was Chemistry; content is Data Processing (binary-to-decimal conversion), but no matching Data Processing subtopic exists (number systems not covered)"
741,3-PICK_FROM_SUBJECT,A country imposes a requirement that a certain percentage of the components used in the production of cars sold within its borders must be manufactured domestically. This trade policy is known as a:,hard,Mathematics,,,123.0,predicted_subject was Mathematics; content is Economics (local content trade requirement). Corrected subject+subtopic to Trade Restrictions And Exchange Rate
41,3-PICK_FROM_SUBJECT,"The Law of Diminishing Marginal Utility states that as an individual consumes more units of a good per unit of time, the additional satisfaction derived from each successive unit:",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
42,3-PICK_FROM_SUBJECT,"When marginal utility is positive but diminishing, total utility is:",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
43,3-PICK_FROM_SUBJECT,Total utility reaches its maximum point when marginal utility is:,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
44,3-PICK_FROM_SUBJECT,Which of the following is a key assumption for the Law of Diminishing Marginal Utility to hold true?,medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
46,3-PICK_FROM_SUBJECT,"If an individual consumes a unit of a good for which marginal utility is negative, what will happen to their total utility?",medium,Economics,,,126.0,Marginal utility theory not explicitly covered by Economics subtopic list; closest is Demand And Supply
